entry	nb
896528	1
16815058	1
1508938	1
22245978	1
3382648	1
3416028	1
3331088	1
5843098	1
4900768	1
8124578	1
8644708	1
5816088	1
3416688	1
7269538	1
3689668	1
3991838	1
6153748	1
8972978	1
7555558	1
575238	1
13231528	1
7446708	1
15153998	1
5610078	1
693518	1
6715628	1
756818	1
14232698	1
18808	1
6819288	1
11571398	1
15154018	1
15675108	1
256958	1
8318198	1
2365778	1
3776188	1
2739818	1
834148	1
6148978	1
6500838	1
12488768	1
7040118	1
23870318	1
353208	1
6101108	1
7549748	1
383668	1
14837108	1
3370108	1
6730918	1
15672368	1
4018408	1
15233248	1
19948	1
15775088	1
8649558	1
328198	1
1490538	1
4540228	1
5344518	1
12488928	1
15005318	1
2501888	1
3768978	1
15779318	1
446798	1
6431148	1
13022178	1
6149458	1
4965918	1
9894218	1
3416748	1
12894238	1
3459048	1
8115848	1
4204318	1
24970128	1
7611238	1
1850638	1
3472658	1
2907898	1
16872978	1
3171038	1
6098428	1
16878528	1
406618	1
26908	1
6971388	1
2859998	1
6990408	1
13659948	1
16494378	1
11844448	1
14988	1
20168	1
8125138	1
2886258	1
851908	1
17355558	1
3199238	1
6288518	1
6568198	1
8097688	1
9503098	1
12064868	1
4133998	1
2538218	1
2859478	1
4130648	1
6624358	1
14838048	1
3273948	1
2034968	1
3769038	1
5697308	1
16493958	1
8702948	1
16494828	1
17414788	1
6983088	1
8123478	1
10428	1
8064878	1
8358208	1
5903348	1
2259488	1
11602688	1
8557818	1
3228118	1
10741528	1
3217818	1
4144558	1
257638	1
5559998	1
15883448	1
3247538	1
1304758	1
5405958	1
8770298	1
112898	1
3183268	1
284138	1
6715928	1
3328398	1
5088348	1
167708	1
9629188	1
21865328	1
2683468	1
22195718	1
16873438	1
14216408	1
4994128	1
6455098	1
3188478	1
13666048	1
2702748	1
24971708	1
5681478	1
3973898	1
17068478	1
2859938	1
5657948	1
13192628	1
4018448	1
1169318	1
5813088	1
19649098	1
11570898	1
13408	1
10442648	1
3523248	1
2753198	1
5215118	1
12998178	1
2798388	1
13050098	1
8097748	1
4678998	1
408078	1
14078818	1
15881268	1
11391628	1
7491048	1
8235468	1
16505828	1
2942658	1
12997478	1
25073738	1
6455138	1
5048888	1
5845408	1
201908	1
1774918	1
17297838	1
3588188	1
4144318	1
112178	1
12896228	1
886728	1
607578	1
6203468	1
12893418	1
3211178	1
3051188	1
8125968	1
10508	1
6410758	1
7639388	1
1739378	1
8394718	1
2391058	1
1798908	1
5026088	1
3289708	1
112418	1
353948	1
2801408	1
12445938	1
2030998	1
1476538	1
3454338	1
1401358	1
5827268	1
9757928	1
26928	1
8129988	1
5609688	1
1528968	1
5682218	1
8644828	1
15005078	1
4972798	1
17215888	1
12890478	1
2199228	1
17807428	1
6968818	1
14668	1
1504498	1
3689628	1
15679808	1
4013828	1
15412648	1
6902408	1
12883698	1
3191938	1
5048828	1
3760428	1
3768998	1
3923998	1
17339908	1
13478658	1
438408	1
8089908	1
13701268	1
502568	1
6934258	1
6176708	1
15774918	1
12893598	1
12890248	1
22800668	1
2780008	1
4990528	1
13021338	1
8763598	1
12889998	1
2704298	1
3745138	1
9415068	1
8125448	1
14928	1
5101168	1
3457158	1
16628048	1
3370148	1
6251948	1
16872818	1
14068008	1
8125948	1
3746398	1
10814388	1
7549048	1
7976648	1
16186448	1
3161018	1
6922038	1
8122358	1
6568238	1
4926268	1
15393248	1
240738	1
10929018	1
12558248	1
11801528	1
15961428	1
13712128	1
17339928	1
4684838	1
6971868	1
7903558	1
1304678	1
13280808	1
12303428	1
6428808	1
7281408	1
2306758	1
6541448	1
20638008	1
1386958	1
17736558	1
13184008	1
14260258	1
5862098	1
8105198	1
8757528	1
6721818	1
171638	1
8123978	1
3726278	1
3359518	1
279988	1
12323428	1
3957648	1
6959398	1
3464978	1
9627308	1
7621538	1
8125298	1
5185968	1
22180398	1
353188	1
5955858	1
1782478	1
10022618	1
3135538	1
7508228	1
6750098	1
7000988	1
15959218	1
9841228	1
6097878	1
7763058	1
7549068	1
5101388	1
7203448	1
6410338	1
13391978	1
21541028	1
7269758	1
8358658	1
8517678	1
8331358	1
4565288	1
12894898	1
3610808	1
3632898	1
6972508	1
1428268	1
4128838	1
25588	1
7507888	1
7612478	1
8124418	1
15641408	1
15961088	1
13609188	1
1304638	1
367748	1
8650538	1
4455918	1
8394658	1
19450318	1
6212528	1
8711028	1
11336468	1
13722948	1
12997898	1
6942638	1
8703688	1
5088148	1
304418	1
12776218	1
6100068	1
3769018	1
8359678	1
14439198	1
4184898	1
2705438	1
7513968	1
16872398	1
23020808	1
16216268	1
8123258	1
27948	1
7983198	1
3242768	1
4013668	1
14640978	1
8190488	1
4545308	1
8125908	1
17261588	1
13386458	1
1700188	1
6456758	1
6935318	1
5667118	1
8703828	1
14769088	1
14216708	1
8357638	1
1684698	1
4541688	1
25065578	1
3269728	1
7194278	1
5735538	1
8644848	1
12896718	1
14078958	1
946368	1
21773878	1
12890558	1
4342718	1
6096968	1
1478758	1
13314178	1
6008598	1
3449178	1
15671888	1
19716408	1
408518	1
6275998	1
13705768	1
4200608	1
15393208	1
3611048	1
15634608	1
1772288	1
6922178	1
11099338	1
5927328	1
5342458	1
3754088	1
3428478	1
7204408	1
4407218	1
8063478	1
8395618	1
13162458	1
4675508	1
3335298	1
8550538	1
875698	1
1464598	1
8357498	1
8064358	1
15461708	1
8098948	1
13586448	1
4959908	1
1504698	1
12889578	1
993538	1
14013648	1
15734248	1
3719798	1
22188918	1
13577058	1
1771408	1
13665788	1
3630928	1
8120368	1
201638	1
16878688	1
8187728	1
2325658	1
5268688	1
24188	1
2785308	1
4144498	1
1798168	1
2878018	1
8330038	1
8707178	1
3457138	1
6568938	1
698878	1
363008	1
14078458	1
2874288	1
2755258	1
2868418	1
6246448	1
2881928	1
4684128	1
643538	1
2859518	1
2298458	1
7035358	1
23871898	1
7270758	1
2930198	1
7560538	1
7784628	1
2581548	1
1169528	1
5087748	1
15968	1
776778	1
4168138	1
1304698	1
4054418	1
8395298	1
15165748	1
4150698	1
4991548	1
12894458	1
13748	1
3704808	1
4933108	1
4960148	1
3380918	1
239418	1
406578	1
1526088	1
15393508	1
8122878	1
5088608	1
2859978	1
367438	1
2859398	1
7732708	1
3191648	1
2828208	1
12893158	1
4428998	1
11597528	1
17294058	1
14135318	1
6395388	1
443458	1
9116198	1
13146358	1
4989588	1
3376338	1
4388488	1
6266668	1
7990818	1
4013768	1
3448598	1
2583918	1
3479958	1
5812778	1
3340178	1
14694298	1
10614528	1
5048848	1
7963368	1
14774808	1
3431208	1
6903238	1
13349168	1
8710628	1
21510018	1
2365978	1
4674208	1
5148228	1
8797888	1
5764848	1
5364728	1
7548468	1
5594828	1
407998	1
1712118	1
8201868	1
14837948	1
15344428	1
6922098	1
2779908	1
6410258	1
5872298	1
6751388	1
18110928	1
16878568	1
23370258	1
5130688	1
15551438	1
6705938	1
8125828	1
8125258	1
397578	1
3211578	1
5708698	1
8170738	1
21601188	1
15793338	1
9756558	1
6401408	1
17327058	1
3416628	1
8461128	1
6094108	1
1798988	1
1504838	1
6568958	1
17326598	1
4161868	1
15393528	1
11128	1
2789508	1
15627448	1
7412538	1
2400898	1
277058	1
6716288	1
3611068	1
10742568	1
7519038	1
4908588	1
3433088	1
8048	1
11528528	1
5101448	1
3163238	1
3633898	1
3416648	1
12489108	1
5797308	1
7801658	1
12901638	1
5924778	1
8357678	1
8126308	1
21607688	1
5827588	1
5681458	1
9423908	1
18122828	1
6654938	1
1317828	1
3923958	1
6137128	1
15648108	1
603198	1
11099798	1
13665468	1
3377598	1
14837728	1
16199008	1
7978128	1
5544478	1
6526108	1
2835568	1
8218858	1
7269398	1
2364818	1
6428188	1
3331068	1
6149298	1
8115868	1
6393618	1
8122398	1
2515768	1
7204588	1
5406308	1
4347468	1
7476408	1
14836928	1
3214418	1
14078418	1
15004938	1
8125668	1
4994058	1
12323208	1
16068	1
13933148	1
4960748	1
12987908	1
22708	1
4493868	1
503898	1
22808	1
6474988	1
10878438	1
4342798	1
16494238	1
22912068	1
17326498	1
6171788	1
12890538	1
4909038	1
6483608	1
12448	1
341508	1
6903128	1
6906938	1
6100448	1
3959918	1
15953538	1
7458208	1
7729708	1
8357318	1
14837848	1
22192598	1
3188458	1
9825218	1
4970868	1
3457298	1
1506678	1
2918418	1
4900708	1
6715528	1
8557248	1
6959478	1
9825238	1
8608	1
6574268	1
257278	1
6730978	1
9747878	1
13173438	1
7446728	1
3689548	1
22193638	1
1727418	1
8089948	1
15506068	1
6458058	1
4133958	1
1808448	1
4490178	1
5984888	1
15532268	1
23248328	1
20008	1
3478588	1
1349918	1
22179358	1
4268908	1
16876188	1
3242868	1
22963618	1
14428	1
4983848	1
3218368	1
7321208	1
3746438	1
15858168	1
14838028	1
2314378	1
3331148	1
14368	1
7081478	1
1351068	1
13991948	1
3428438	1
362968	1
3935998	1
7447608	1
4894418	1
566158	1
4134018	1
7710108	1
8119368	1
2685548	1
8175438	1
6131578	1
10959668	1
5088408	1
7269558	1
14454218	1
2702848	1
8482518	1
14650588	1
566338	1
2034878	1
3884218	1
6663638	1
4992938	1
7455668	1
4144338	1
15679308	1
2030688	1
4960128	1
5925208	1
7568668	1
3736238	1
5716418	1
1717878	1
15393388	1
2327268	1
6833718	1
14216288	1
3507608	1
517038	1
5620538	1
1701228	1
23870278	1
22194578	1
6275978	1
8097408	1
4545678	1
4125758	1
13386438	1
280638	1
5959958	1
13201348	1
15585888	1
8460928	1
4347858	1
15737488	1
7608518	1
3335418	1
5088088	1
1177818	1
11231898	1
2683528	1
14078498	1
8292058	1
3242738	1
5130588	1
9166428	1
1504678	1
183738	1
942948	1
11310628	1
15803848	1
9747898	1
9166888	1
113278	1
1488648	1
560758	1
1719188	1
3432788	1
4989288	1
2853758	1
11778948	1
20124018	1
4018428	1
14837128	1
22848	1
292928	1
7710088	1
12489428	1
3371168	1
6428828	1
20095878	1
13050118	1
11844738	1
14837648	1
5102928	1
14837868	1
2185948	1
17148	1
3844818	1
3343478	1
15734108	1
587268	1
6900338	1
8129968	1
15585908	1
9116178	1
3507908	1
6617938	1
4634308	1
4321328	1
4786668	1
3229908	1
2781718	1
408238	1
7026658	1
5797328	1
2836728	1
3543428	1
15853178	1
2907998	1
15091768	1
7049198	1
6697178	1
3698158	1
7194478	1
15154038	1
5696768	1
1420798	1
4649438	1
15679898	1
6618718	1
11766998	1
4994588	1
1198548	1
16878668	1
15952638	1
9029968	1
502528	1
16505808	1
19647148	1
28028	1
13992248	1
1798948	1
5268668	1
20030558	1
15778078	1
6288458	1
15462308	1
951988	1
4994208	1
7644478	1
1742298	1
8053768	1
15675288	1
8216078	1
1723568	1
2383768	1
22926358	1
4100778	1
8097248	1
14640478	1
8120108	1
894518	1
4843518	1
4540468	1
7961838	1
1399988	1
1684098	1
3052328	1
14078478	1
9267828	1
6964028	1
16873138	1
8536918	1
17293998	1
5010078	1
8216628	1
5088208	1
1318068	1
6718698	1
15679328	1
167478	1
3330328	1
4335728	1
13579988	1
16872618	1
3767348	1
3378818	1
4998428	1
1799028	1
1464558	1
13248608	1
4909158	1
14216308	1
5088728	1
13113528	1
4206658	1
6716208	1
15953518	1
8105238	1
5845058	1
1413398	1
10101428	1
7531708	1
17064878	1
8119168	1
7983318	1
1719478	1
13235968	1
13349118	1
16874888	1
371778	1
8758328	1
15441018	1
8403638	1
6731888	1
5914918	1
7508458	1
6568978	1
8097508	1
13314498	1
3160038	1
6090398	1
14252358	1
22165138	1
10101728	1
3433148	1
1174648	1
15961048	1
21626068	1
6425428	1
18398748	1
2383068	1
379198	1
20082288	1
3436288	1
15468	1
502508	1
3520308	1
2513808	1
3496948	1
3299078	1
3989328	1
248748	1
23660778	1
7587578	1
17317968	1
2701448	1
12883738	1
4525258	1
2033188	1
3775148	1
19716208	1
13507518	1
605788	1
20763338	1
7611258	1
5906338	1
3767868	1
3507848	1
582108	1
14838168	1
2705398	1
6456638	1
3359418	1
5713018	1
290998	1
4319038	1
299788	1
257438	1
14211528	1
560968	1
22178378	1
15732598	1
3671258	1
10748108	1
25986728	1
11803588	1
2579568	1
15585748	1
14361658	1
7458258	1
521698	1
1684758	1
4426878	1
5643398	1
6568998	1
7423228	1
1787218	1
15005278	1
890368	1
1806808	1
6749278	1
327288	1
21606958	1
4833228	1
22195478	1
16214578	1
1792168	1
3346618	1
12685968	1
2940238	1
9338048	1
10954098	1
20139858	1
8762898	1
4011238	1
7568648	1
9491188	1
7611358	1
4127878	1
16732688	1
4697798	1
8115888	1
8120028	1
4960348	1
1187558	1
11528588	1
5827308	1
17796168	1
1420648	1
895098	1
8124838	1
6716388	1
20176678	1
8123058	1
20254508	1
8121948	1
8950308	1
3411268	1
7193858	1
1428538	1
15737428	1
15729808	1
7497768	1
3198328	1
12323368	1
4197018	1
695058	1
6715708	1
4814768	1
14213588	1
4767078	1
7082238	1
11602648	1
282948	1
8122278	1
15461728	1
8120048	1
6712508	1
8121668	1
4692178	1
4960388	1
19924678	1
4960688	1
7983298	1
4959768	1
14216348	1
3135828	1
7729468	1
17340408	1
5130668	1
2853688	1
8216678	1
8843128	1
13239868	1
8089928	1
2701098	1
5602348	1
14370138	1
8097668	1
1104338	1
21592878	1
15005058	1
4192118	1
20394328	1
6275898	1
21729148	1
23190438	1
3747308	1
1490068	1
9354318	1
14067288	1
13478128	1
2753308	1
1807048	1
309238	1
1727628	1
6154238	1
13314438	1
6753538	1
4369468	1
5268488	1
10960228	1
5628178	1
17361248	1
6033058	1
5017228	1
7776948	1
4185018	1
16814858	1
7612218	1
8336948	1
6222218	1
3992738	1
15861928	1
8765288	1
25368	1
13191188	1
10611368	1
6456718	1
1187498	1
4960068	1
6711388	1
6169508	1
18662448	1
5627008	1
301848	1
7611338	1
6516058	1
7491128	1
11369568	1
446878	1
8843068	1
4185448	1
18166958	1
16814938	1
6474968	1
13162098	1
5540098	1
2907938	1
651658	1
11229298	1
14079018	1
2795418	1
6628438	1
6971368	1
4534018	1
4429358	1
6922118	1
7009158	1
15585608	1
4596518	1
8185848	1
3611128	1
2691148	1
6590878	1
8122918	1
4406978	1
8105508	1
502888	1
4164348	1
6221558	1
15959158	1
3152848	1
6474948	1
3756488	1
2240228	1
7883008	1
16814998	1
3478608	1
1375448	1
7902058	1
2327228	1
1808988	1
2934958	1
15600048	1
13479448	1
10134068	1
24675288	1
13248548	1
4125718	1
4011418	1
4125638	1
15580698	1
1205368	1
3371108	1
4300298	1
8370728	1
12984588	1
15417128	1
4192528	1
5089228	1
14002938	1
4144398	1
6475048	1
21616268	1
13237308	1
15585928	1
15508378	1
14134688	1
20412558	1
16877848	1
6363118	1
7525498	1
8850968	1
15343948	1
9017098	1
8175538	1
9993108	1
3289318	1
8200358	1
8126028	1
4185348	1
13146198	1
1684078	1
7592888	1
13280788	1
6490258	1
3434228	1
14357048	1
17950988	1
6316138	1
10107608	1
